Frame,X,Y,Visibility,L,Theta,score
1300,765,59,1,2.2580917179584503,25.413171014833885,0.699554979801178
1301,771,57,1,4.283114850521088,-18.902136634621566,0.5843445062637329
1302,540,86,1,1.1067972034215927,71.56505117707799,0.43974569439888
1303,495,40,1,1.5,90.0,0.5302026271820068
1304,0,0,0,-inf,-inf,0.6133947968482971
1305,772,62,1,1.7888543605804443,26.56505117769868,0.5335891246795654
1306,0,0,0,-inf,-inf,0.3303285539150238
1307,775,48,1,2.1213203072547913,-44.999999999435474,0.5112555623054504
1308,0,0,0,-inf,-inf,0.33652395009994507
1309,721,32,1,5.13508865237236,-64.97511713236352,0.6677664518356323
1310,718,40,1,4.300174295902252,-53.23401604850553,0.7692498564720154
1311,715,43,1,3.258265972137451,-49.70549095848194,0.7709647417068481
1312,689,51,1,9.04678700864315,3.843212382288373,0.5291529893875122
1313,690,53,1,2.0344256684184074,-85.26883889596502,0.6104679703712463
1314,687,51,1,2.6788488030433655,16.01205365923656,0.47246092557907104
1315,521,23,1,1.7826760411262512,-42.253837721942396,0.6078051328659058
1316,0,0,0,-inf,-inf,0.20520620048046112
1317,910,536,1,2.150285080075264,10.643202556194668,0.5979036688804626
1318,931,534,1,1.0,90.0,0.7993159294128418
1319,939,534,1,2.683789998292923,-17.169825852870755,0.7613563537597656
1320,893,528,1,1.1067972034215927,18.43494882292201,0.4132259786128998
1321,893,525,1,2.4282466024160385,-23.10943761756565,0.5379663109779358
1322,0,0,0,-inf,-inf,0.3905363082885742
1323,0,0,0,-inf,-inf,0.3571954369544983
1324,0,0,0,-inf,-inf,0.33199748396873474
1325,738,27,1,1.5567070618271828,-8.349622116924232,0.6055728197097778
1326,0,0,0,-inf,-inf,0.2430153489112854
1327,0,0,0,-inf,-inf,0.3203495442867279
1328,878,527,1,4.4403621554374695,19.731062622870216,0.7313582301139832
1329,0,0,0,-inf,-inf,0.34336379170417786
1330,876,522,1,5.255337029695511,32.58769493747202,0.8339061737060547
1331,0,0,0,-inf,-inf,0.6774303913116455
1332,0,0,0,-inf,-inf,0.3477531969547272
1333,0,0,0,-inf,-inf,0.2633679211139679
1334,0,0,0,-inf,-inf,0.256309449672699
1335,0,0,0,-inf,-inf,0.19314803183078766
1336,0,0,0,-inf,-inf,0.38470950722694397
1337,0,0,0,-inf,-inf,0.35696277022361755
1338,0,0,0,-inf,-inf,0.18137025833129883
1339,549,73,1,1.0,0.0,0.45824694633483887
1340,550,73,1,0.5,0.0,0.4400850832462311
1341,0,0,0,-inf,-inf,0.5928506851196289
1342,872,515,1,2.6857155561447144,72.29147236164596,0.5523766875267029
1343,0,0,0,-inf,-inf,0.6200592517852783
1344,566,90,1,3.597801685333252,60.067188768293995,0.826709508895874
1345,737,42,1,4.824703633785248,12.41208616047026,0.8592426180839539
1346,573,93,1,3.1082673966884613,24.79398906205826,0.715455949306488
1347,576,94,1,2.6204960346221924,8.513603667655097,0.6766522526741028
1348,579,93,1,2.635260634124279,5.637529909452489,0.6612057685852051
1349,582,95,1,2.4904464781284332,-58.140705511209994,0.6155270338058472
1350,737,47,1,3.008282874710858,-0.48062419299127823,0.7510867118835449
1351,738,47,1,3.983152389526367,5.26053130951683,0.7774534821510315
1352,739,50,1,2.9546449929475784,-23.1787329223019,0.6878328919410706
1353,738,49,1,1.5,90.0,0.5065324306488037
1354,733,51,1,1.5,90.0,0.5565124154090881
1355,712,49,1,0.5,90.0,0.40498849749565125
1356,731,53,1,1.553094282746315,-82.37244064873357,0.5071669220924377
1357,0,0,0,-inf,-inf,0.29238125681877136
1358,136,512,1,1.7084192335605621,-74.92930722371788,0.5672239661216736
1359,0,0,0,-inf,-inf,0.26913636922836304
1360,557,27,1,2.682921886444092,16.946501661242817,0.7275607585906982
1361,0,0,0,-inf,-inf,0.35868456959724426
1362,0,0,0,-inf,-inf,0.2601889669895172
1363,600,101,1,2.5493275821208954,-79.37474724641993,0.6225559115409851
1364,600,102,1,2.547532483935356,-80.9467623054254,0.6236982345581055
1365,601,104,1,2.4992842972278595,54.50110761604533,0.6472797989845276
1366,600,102,1,2.459674745798111,-63.43494882325552,0.6639412045478821
1367,600,105,1,2.0169366281479597,0.9874670057019107,0.5288964509963989
1368,549,53,1,3.2976655662059784,-73.96037516785752,0.8021230697631836
1369,548,56,1,3.215154156088829,-79.98449365955113,0.8408509492874146
1370,548,60,1,2.9154761135578156,-59.036243468040375,0.8427385687828064
1371,547,64,1,3.1593193411827087,-74.04361421191834,0.8649111390113831
1372,741,47,1,4.285282164812088,-40.46277807031691,0.7554348111152649
1373,737,42,1,5.021502535790205,3.591805477791056,0.8735211491584778
1374,738,41,1,5.022604329511523,1.3781328265229598,0.9102139472961426
1375,737,40,1,4.599487155675888,8.700681623679866,0.8966841697692871
1376,547,55,1,2.9367353171110153,65.46409305243863,0.7582547664642334
1377,548,52,1,2.9154255986213684,31.299625589086542,0.6369624733924866
1378,549,51,1,3.0355998873710632,34.7072408223167,0.6416417956352234
1379,602,107,1,2.5,90.0,0.705129861831665
1380,772,58,1,4.234685555100441,-25.45116404453438,0.6845969557762146
1381,604,109,1,2.5,0.0,0.7758462429046631
1382,765,61,1,1.9360562562942505,-75.472697950421,0.6457502245903015
1383,606,109,1,2.5495098009705544,11.309932473320476,0.6582056879997253
1384,607,111,1,2.576907366514206,-51.343142702817985,0.6617974638938904
1385,606,114,1,2.5412150472402573,-15.932988846747953,0.7494381666183472
1386,547,55,1,3.0421741902828217,-69.4954565492149,0.7892317771911621
1387,546,58,1,3.1310704052448273,-63.50897421295515,0.8682574033737183
1388,546,62,1,3.1615703105926514,-70.35341937264714,0.8667028546333313
1389,546,66,1,2.9154761135578156,-59.036243468050856,0.8635126948356628
1390,546,68,1,3.0041639506816864,-71.5650511769634,0.8532007336616516
1391,545,60,1,1.0,0.0,0.443894624710083
1392,546,61,1,2.7146732211112976,-64.80860104322107,0.865125298500061
1393,547,59,1,3.1082673966884613,-65.2060109379257,0.8381826877593994
1394,547,56,1,2.930156707763672,77.61242971567584,0.7456464171409607
1395,548,53,1,3.0,90.0,0.7328351140022278
1396,765,58,1,0.0,0.0,0.4534383714199066
1397,0,0,0,-inf,-inf,0.34341099858283997
1398,777,88,1,0.5,0.0,0.47682496905326843
1399,736,55,1,1.4142136573791504,-45.00000000036911,0.5038135051727295
1400,555,48,1,3.162212550640106,-18.80299567863546,0.6645384430885315
1401,550,53,1,3.3206859827041626,-55.340511091244444,0.7349014282226562
1402,549,56,1,2.8840060383081436,-67.46225576654732,0.6878268122673035
1403,550,63,1,3.01326924841851,88.33388164067576,0.8055375814437866
1404,550,64,1,3.5,90.0,0.8606460690498352
1405,550,68,1,2.915339767932892,59.58974038676376,0.8147018551826477
1406,551,67,1,3.3199078142642975,-79.27001963477905,0.816794753074646
1407,552,62,1,2.786927819252014,54.826912028667074,0.7760642170906067
1408,553,59,1,3.175130397081375,-46.027286440462845,0.7963952422142029
1409,556,54,1,1.7857159078121185,41.57861329355997,0.5053366422653198
1410,683,51,1,4.784390307962894,7.396410759960674,0.5622227191925049
1411,686,52,1,3.565226897597313,4.3078240920894615,0.5037306547164917
1412,679,50,1,3.5094975540414453,-0.5535135228403887,0.5170597434043884
1413,775,50,1,3.0116954362019897,-88.54948962921652,0.7152870893478394
1414,778,49,1,3.2862353771924973,-74.98044263028301,0.6707677245140076
1415,782,47,1,3.6044135093688965,-32.25065340743622,0.5518998503684998
1416,0,0,0,-inf,-inf,0.361664742231369
1417,0,0,0,-inf,-inf,0.2594226002693176
1418,0,0,0,-inf,-inf,0.2406177967786789
1419,781,49,1,2.6207325905561447,-81.46448935441136,0.6569843888282776
1420,783,49,1,3.1632604002952576,-29.788242713692934,0.7122679948806763
1421,784,44,1,3.6042235493659973,-54.75493255794862,0.636696994304657
1422,0,0,0,-inf,-inf,0.31447723507881165
1423,0,0,0,-inf,-inf,0.2410300374031067
1424,0,0,0,-inf,-inf,0.27810174226760864
1425,71,317,1,3.7502448335289955,-13.216687405703032,0.8979700207710266
1426,69,317,1,3.7204663455486298,-10.89770747495209,0.822997510433197
1427,61,317,1,5.553390100598335,-3.7287373795348455,0.8594112396240234
1428,0,0,0,-inf,-inf,0.24316221475601196
1429,0,0,0,-inf,-inf,0.35999223589897156
1430,0,0,0,-inf,-inf,0.3027952015399933
1431,553,29,1,1.5,90.0,0.5631241202354431
1432,556,27,1,2.8575117588043213,-19.519577617669203,0.7075251936912537
1433,566,30,1,3.840068519115448,12.034010170410651,0.7431386113166809
1434,563,29,1,2.9017867892980576,25.40928321642795,0.7063610553741455
1435,557,30,1,2.5412150472402573,15.93298884643811,0.776816189289093
1436,557,26,1,2.583091050386429,-5.405860430703252,0.7455050349235535
1437,554,26,1,2.4984614551067352,-46.30920473248588,0.6043106913566589
1438,545,47,1,4.268476694822311,-42.605766724705575,0.767778754234314
1439,539,55,1,2.9038123786449432,53.90944445726589,0.7560436129570007
1440,537,56,1,3.1819807291030884,-44.99999999987692,0.8911956548690796
1441,535,60,1,3.601299226284027,-59.09275129264984,0.9152728915214539
1442,532,64,1,3.9030641913414,-52.055920295022936,0.8908734917640686
1443,530,68,1,3.5663477778434753,-47.853073648071856,0.8923102617263794
1444,528,67,1,3.2180197834968567,79.81178239364573,0.8423897624015808
1445,526,61,1,2.914320021867752,-60.649800667686264,0.792495846748352
1446,526,61,1,2.6906040012836456,19.604883996080236,0.8009359836578369
1447,524,59,1,2.757874011993408,57.82419846025074,0.7894662022590637
1448,522,57,1,2.6587112098932266,77.29614094541826,0.7415813207626343
1449,550,28,1,5.017306245863438,-2.5524705605021403,0.8830139636993408
1450,542,28,1,4.098683714866638,-20.27545868028693,0.8081514239311218
1451,534,33,1,5.588138177990913,-25.02036121284885,0.8185691237449646
1452,531,34,1,4.065571367740631,-61.61165489529566,0.6826081871986389
1453,524,45,1,6.337105572223663,-39.734449052392634,0.7690829634666443
1454,518,51,1,4.5909824669361115,-7.3538420377066975,0.8730186223983765
1455,508,53,1,5.021379746496677,-7.86693148967195,0.8389779925346375
1456,498,55,1,7.05970972776413,-11.378070859679363,0.8923448324203491
1457,485,60,1,6.293508350849152,-24.1145140701457,0.9266958832740784
1458,483,61,1,7.263915061950684,-19.767837324855982,0.9368600249290466
1459,473,65,1,8.076076626777649,-22.966728883188395,0.9468411207199097
1460,464,69,1,7.157457858324051,-25.92943762932452,0.9352385401725769
1461,452,75,1,7.825788155198097,-27.179249533202896,0.916206419467926
1462,441,81,1,8.733236119151115,-27.816633661606662,0.9279745817184448
1463,421,92,1,10.037279695272446,-30.606877693097292,0.933809757232666
1464,418,94,1,10.730277001857758,-29.53815675214672,0.9477330446243286
1465,404,103,1,12.618571102619171,-33.02195589342602,0.9462108016014099
1466,391,111,1,12.89738917350769,-33.776006439793356,0.9497853517532349
1467,376,121,1,15.39301723241806,-33.69899389761244,0.9528349041938782
1468,359,133,1,18.435386180877686,-34.76003814993749,0.950817883014679
1469,336,151,1,18.504532516002655,-37.52973364920951,0.9500477313995361
1470,326,158,1,17.897527515888214,-37.2619864206353,0.9522638916969299
1471,309,172,1,17.413592636585236,-38.747136160923375,0.9720932841300964
1472,288,190,1,18.761510372161865,-40.216466317791834,0.9677690863609314
1473,270,206,1,19.575857430696487,-40.72295831699478,0.9613927006721497
1474,254,221,1,18.765516698360443,-44.03212845184475,0.9634576439857483
1475,216,259,1,23.33755624294281,-44.73408809606701,0.9417778253555298
1476,207,267,1,20.519049495458603,-44.43483081783822,0.9496011734008789
1477,191,284,1,21.56861224770546,-46.50218872199126,0.9708288908004761
1478,167,311,1,21.632795095443726,-48.30423552558677,0.9607511162757874
1479,141,342,1,21.92210328578949,-48.54367417818196,0.9769575595855713
1480,127,358,1,20.222464948892593,-51.569586268834314,0.9738232493400574
1481,86,414,1,13.414185732603073,-48.19193880428702,0.935493528842926
1482,76,421,1,19.599814355373383,-38.65846935609899,0.9533001780509949
1483,59,433,1,17.454714059829712,-27.179525115110472,0.9613654613494873
1484,39,443,1,17.675984174013138,-27.948626587000437,0.9668416380882263
1485,24,454,1,8.48074185848236,-46.87428429471058,0.9543086886405945
1486,19,466,1,7.76193431019783,-75.4289669666714,0.9578841328620911
1487,15,486,1,10.883000940084457,-78.78294155859057,0.9740208983421326
1488,13,492,1,7.77475506067276,-82.00753966107835,0.9593453407287598
1489,12,507,1,8.124774135649204,-82.81692483700341,0.9565351009368896
1490,11,516,1,9.512960908934474,-86.62625679512388,0.968469500541687
1491,11,528,1,5.5,90.0,0.9674971103668213
1492,12,534,1,1.9486984312534332,-21.72592115075399,0.7302513718605042
1493,26,532,1,7.351394400000572,-23.04678786751228,0.8126968145370483
1494,48,502,1,20.524296551942825,-55.761539875823814,0.9464111328125
1495,67,473,1,22.62823325395584,-57.74771810656211,0.9701962471008301
1496,94,433,1,24.117706418037415,-55.92409350295117,0.9607946872711182
1497,119,398,1,25.90000280737877,-53.129925009543754,0.9754972457885742
1498,142,369,1,24.133269876241684,-49.34957625872332,0.9682431817054749
1499,188,315,1,12.737405478954315,-50.465606173021925,0.9134251475334167
1500,200,301,1,20.342585653066635,-49.59134801928427,0.9683687090873718
1501,220,279,1,25.10378932952881,-46.31548307607502,0.9730557799339294
1502,244,254,1,22.635041415691376,-44.206424916503245,0.9708707928657532
1503,269,230,1,20.51559954881668,-42.0980575600439,0.9703290462493896
1504,293,209,1,26.198296904563904,-41.06103768077388,0.9658971428871155
1505,323,184,1,25.073564916849136,-38.34905807721195,0.9662119746208191
1506,334,174,1,15.617450833320618,-38.67353905673663,0.9673600792884827
1507,348,164,1,15.700213491916656,-37.44293378055863,0.9700470566749573
1508,366,151,1,15.530101001262665,-34.12597582012468,0.9671005606651306
1509,381,141,1,13.305535942316055,-32.301584507961124,0.9666255116462708
1510,397,129,1,13.61983260512352,-32.08162442714835,0.9679346084594727
1511,417,118,1,15.861545726656914,-27.589781204422017,0.9511682987213135
1512,426,113,1,9.175656259059906,-27.86277907231338,0.9602662920951843
1513,435,108,1,8.967486470937729,-27.874607698016277,0.9676345586776733
1514,445,103,1,9.190372094511986,-23.580210873812206,0.9661213159561157
1515,455,99,1,8.912257194519043,-21.71586850394705,0.9607614278793335
1516,466,96,1,8.71043711900711,-19.590484869503427,0.9482599496841431
1517,479,92,1,9.202404141426086,-16.023150789102267,0.9294466972351074
1518,482,91,1,5.770799487829208,-7.226750834049275,0.9464488625526428
1519,491,89,1,5.699837267398834,-16.349341044750943,0.951980471611023
1520,498,88,1,5.177391856908798,-9.360526080564986,0.9391129612922668
1521,505,88,1,5.0604633539915085,-4.259494345769469,0.924005389213562
1522,509,88,1,5.0,0.0,0.8719050288200378
1523,516,87,1,4.221026640385389,-5.495303081302466,0.7572669386863708
1524,518,96,1,4.147594224661589,87.08075735496335,0.5588908791542053
1525,513,92,1,3.5875580608844757,25.687998004553616,0.8154808878898621
1526,508,93,1,3.318899944424629,-18.256690985120724,0.8734328150749207
1527,504,96,1,4.252191334962845,-26.076031352854056,0.920438826084137
1528,498,100,1,4.716956704854965,-32.222740526921136,0.9293931722640991
1529,490,106,1,6.484009861946106,-38.42727174261532,0.9514715671539307
1530,488,108,1,4.955711126327515,-44.501597996089124,0.9419376254081726
1531,482,113,1,5.742870032787323,-40.93526189065629,0.9579921960830688
1532,476,119,1,7.067408263683319,-43.156628331440686,0.963503897190094
1533,470,126,1,6.770173221826553,-48.53873029766264,0.9647361040115356
1534,462,135,1,9.918077826499939,-46.98987677667503,0.9502630829811096
1535,448,151,1,10.696656346321106,-51.06532614840458,0.9577537775039673
1536,445,155,1,10.945455759763718,-50.34302802829346,0.9392606019973755
1537,437,167,1,11.710433900356293,-51.85841215415885,0.973105788230896
1538,429,178,1,11.223201930522919,-54.97854503862532,0.9726617932319641
1539,416,197,1,14.001403719186783,-53.29771081559343,0.972260057926178
1540,406,212,1,18.176393449306488,-57.40973184116022,0.9789198637008667
1541,388,244,1,22.06331405043602,-59.773069336920756,0.9448074698448181
1542,382,253,1,14.68946236371994,-57.36005551424733,0.9558148980140686
1543,372,270,1,17.05018123984337,-60.64334791761068,0.9743050932884216
1544,358,297,1,18.149431094527245,-61.80025292479121,0.9746353030204773
1545,345,322,1,20.572840094566345,-63.80447389682537,0.9768863320350647
1546,331,353,1,20.387550994753838,-64.91131545579451,0.9710723757743835
1547,300,423,1,17.001434803009033,-64.18414558161524,0.8944845199584961
1548,297,429,1,21.26809523999691,-65.34349035780946,0.9505965709686279
1549,285,458,1,21.452840119600296,-67.92766709830836,0.9578782320022583
1550,270,497,1,21.949756368994713,-69.65251295100556,0.9605964422225952
1551,263,518,1,13.16466273367405,-69.59215654719284,0.9689190983772278
1552,258,532,1,4.279596105217934,-60.20236280393568,0.8477337956428528
1553,0,0,0,-inf,-inf,0.8137013912200928
1554,560,104,1,3.1431890726089478,-24.73357953052299,0.8139854669570923
1555,562,104,1,4.003322425531223,0.1272716938959785,0.8233057260513306
1556,564,104,1,2.893116295337677,23.86315549850622,0.6373218894004822
1557,575,105,1,3.564383201301098,85.75783893245328,0.6644306778907776
1558,577,103,1,3.3178091794252396,71.87121079828647,0.6829627752304077
1559,583,104,1,2.9534678384661674,-87.49708372347949,0.5771633386611938
1560,586,102,1,1.1067972034215927,18.43494882281258,0.4860435426235199
1561,403,108,1,3.5900627970695496,-61.622602336961336,0.6003824472427368
1562,402,109,1,3.9926328361034393,-68.17977740469148,0.8170316219329834
1563,399,111,1,2.884730279445648,-39.292080237670284,0.8428149223327637
1564,397,112,1,3.1480422765016556,-12.996328789915886,0.8206239938735962
1565,691,52,1,2.0344256684184074,-85.26883889598497,0.9358477592468262
1566,691,51,1,1.1180340647697449,63.43494882177142,0.948601484298706
1567,0,0,0,-inf,-inf,0.9204291105270386
1568,195,508,1,9.482654124498367,-69.86453704605323,0.909371554851532
1569,216,449,1,7.9056814312934875,-71.6697115400792,0.6523532867431641
1570,222,436,1,17.541364789009094,-60.60978284462414,0.9537647366523743
1571,258,358,1,19.67865252494812,-62.70925737099787,0.9222468733787537
1572,259,354,1,21.93035814166069,-65.1352737273637,0.9751636981964111
1573,274,324,1,24.382165044546127,-62.09353815817334,0.9758577346801758
1574,292,291,1,22.868724703788757,-61.21529567039072,0.9773045778274536
1575,307,262,1,21.95202934741974,-60.790582608393926,0.9741714596748352
1576,322,236,1,18.96353480219841,-58.49429151814778,0.9678775072097778
1577,348,196,1,20.24759155511856,-56.56500449670127,0.9589563608169556
1578,353,186,1,14.303756088018417,-57.51879650949305,0.9618146419525146
1579,364,171,1,14.877331167459488,-54.58986174822143,0.9737860560417175
1580,374,155,1,13.698868364095688,-53.05876927191273,0.967413604259491
1581,389,138,1,11.491171836853027,-52.26769195050673,0.9718819856643677
1582,399,125,1,14.136214554309845,-51.16996796179519,0.9648397564888
1583,412,110,1,12.862219512462616,-49.87870776748107,0.9381660223007202
1584,418,102,1,7.79137521982193,-43.789671080970884,0.8695999383926392
1585,424,96,1,7.059850096702576,-41.77214848791586,0.935433566570282
1586,431,90,1,5.766761660575867,-39.47325033810211,0.8531943559646606
1587,439,83,1,4.914406955242157,-38.14920341527694,0.8041956424713135
1588,444,79,1,4.285282850265503,-49.537379010450806,0.9486141204833984
1589,0,0,0,-inf,-inf,0.3848574757575989
1590,456,70,1,3.5252410173416138,-40.62691886857159,0.7884064316749573
1591,461,68,1,1.7888543605804443,63.43494882288496,0.5452390909194946
1592,466,65,1,1.3999999165534973,36.86989764587604,0.4826854169368744
1593,470,64,1,2.1907768547534943,15.013562116539816,0.5696365237236023
1594,561,101,1,2.465755119919777,-63.963231162519314,0.5432177186012268
1595,559,101,1,2.0,90.0,0.5162978768348694
1596,557,101,1,2.5,0.0,0.5629891157150269
1597,448,93,1,7.892427325248718,-38.01492456648255,0.6484986543655396
1598,437,99,1,12.08369466662407,-41.58629113671965,0.9046452641487122
1599,425,111,1,12.094835102558136,-40.48549752160342,0.936895489692688
1600,412,123,1,14.145169496536255,-45.2574415165948,0.9624832272529602
1601,385,152,1,18.032430350780487,-47.02994998338156,0.9328330755233765
1602,379,158,1,16.614285826683044,-44.618147717793335,0.9392122626304626
1603,362,177,1,18.006083458662033,-47.10418719020531,0.9490585327148438
1604,344,198,1,18.373559892177582,-47.00143010005798,0.9640852808952332
1605,331,213,1,19.050088584423065,-48.79190009771053,0.9551721215248108
1606,312,236,1,18.351688772439957,-51.37923468177539,0.9680533409118652
1607,272,288,1,18.1160968542099,-49.84431359124638,0.9308792352676392
1608,266,294,1,21.145936131477356,-47.131237073985666,0.9590954184532166
1609,245,314,1,17.88721990585327,-27.26192282609741,0.9788797497749329
1610,225,324,1,18.346878796815872,-27.40320549026844,0.9756371378898621
1611,208,332,1,17.677477315068245,-28.47314807211022,0.9801284670829773
1612,183,346,1,25.302968561649323,-29.380445809201337,0.968135416507721
1613,153,364,1,27.18881592154503,-31.944021398254865,0.9526361227035522
1614,138,373,1,20.827200561761856,-32.15716857792236,0.9397027492523193
1615,120,384,1,18.865830779075623,-32.86669943473602,0.9634361863136292
1616,101,397,1,16.373197615146637,-34.21893820838869,0.933769166469574
1617,0,0,0,-inf,-inf,0.66578209400177
1618,448,116,1,2.1405841410160065,9.7608651379983,0.605293869972229
1619,422,113,1,3.5279997140169144,-4.388908693069342,0.9040141105651855
1620,0,0,0,-inf,-inf,0.9767311811447144
1621,105,303,1,21.460631489753723,-67.44353859452062,0.9718833565711975
1622,117,274,1,21.474795162677765,-65.99430481272566,0.9787549376487732
1623,129,248,1,21.023792415857315,-64.61806420757193,0.9785513281822205
1624,142,222,1,18.416737586259842,-60.39181020993863,0.9758486747741699
1625,167,178,1,18.177356392145157,-59.40770863769466,0.9440147876739502
1626,172,168,1,15.62542250752449,-60.06577866060025,0.9548552632331848
1627,182,152,1,16.917955607175827,-56.45345222788542,0.9689986705780029
1628,200,126,1,15.52459642291069,-55.02560134073916,0.9468473196029663
1629,210,112,1,14.598324030637741,-53.41558946281946,0.9763287901878357
1630,227,91,1,18.116490483283997,-49.945105082667695,0.9760573506355286
1631,243,72,1,18.720812618732452,-46.622036032462894,0.958189845085144
1632,251,64,1,10.904152929782867,-49.233378140263845,0.9501662254333496
1633,260,53,1,13.447052478790283,-46.22185407126097,0.956529438495636
1634,273,41,1,14.15898123383522,-42.75470612914195,0.9706904888153076
1635,286,31,1,12.412266820669174,-38.11293490796179,0.9709837436676025
1636,297,21,1,11.10171177983284,-36.068070706759244,0.9719685912132263
1637,314,11,1,13.298963487148285,-31.60673170133099,0.9082146286964417
1638,321,5,1,6.962633579969406,-22.250427508510867,0.9076443314552307
1639,329,2,1,5.0934600085020065,-8.634115119440148,0.8043301105499268
1640,0,0,0,-inf,-inf,0.7651501297950745
1641,707,520,1,1.5,0.0,0.6772608757019043
1642,710,515,1,3.1278167068958282,9.968582887756115,0.7892453670501709
1643,0,0,0,-inf,-inf,0.4914110004901886
1644,514,87,1,2.499193400144577,-1.4554189130598896,0.47306084632873535
1645,508,90,1,6.699583321809769,-23.660042908768958,0.6313143372535706
1646,0,0,0,-inf,-inf,0.24046175181865692
1647,0,0,0,-inf,-inf,0.31075480580329895
1648,0,0,0,-inf,-inf,0.33558738231658936
1649,0,0,0,-inf,-inf,0.27904272079467773
1650,135,412,1,0.0,0.0,0.40053853392601013
1651,142,403,1,3.3096059560775757,-35.90817342217528,0.6135706901550293
1652,146,398,1,9.61897611618042,-16.19083942393161,0.8111687898635864
1653,154,395,1,8.342802211642265,-22.86390775430578,0.809633195400238
1654,160,388,1,1.7987740635871887,-29.871781418235372,0.5624459981918335
1655,97,352,1,0.0,0.0,0.48639875650405884
1656,0,0,0,-inf,-inf,0.567123532295227
1657,514,22,1,4.266723245382309,-28.28223279092639,0.7790621519088745
1658,466,5,1,3.3499351143836975,29.42128416551208,0.8654380440711975
1659,467,6,1,4.471160590648651,27.76165607954801,0.8715500235557556
1660,470,9,1,4.420115113258362,35.312711662106096,0.8905606269836426
1661,486,16,1,4.806870073080063,31.200039229566006,0.5626083612442017
1662,740,52,1,3.054535150527954,-33.43428959149884,0.8358325958251953
1663,739,50,1,3.9836754500865936,-38.54489555402296,0.8466677665710449
1664,456,34,1,5.25429630279541,-32.51299330248766,0.8455996513366699
1665,450,37,1,10.531188115477562,-28.24157318552336,0.9287250638008118
1666,437,44,1,11.62912631034851,-26.034013412808303,0.9224945306777954
1667,412,59,1,16.806991070508957,-30.91878770032392,0.8389036655426025
1668,410,58,1,4.9203373193740845,-26.29839580561634,0.6891324520111084
1669,385,79,1,6.706916034221649,-25.442048958988643,0.7743042707443237
1670,354,100,1,16.09770405292511,-37.359507872685626,0.9209744334220886
1671,349,104,1,19.11132103204727,-36.28114533276551,0.9171937108039856
1672,331,118,1,17.86870464682579,-39.4315225846198,0.9579969048500061
1673,293,150,1,19.908539444208145,-39.9993393878382,0.9414552450180054
1674,284,158,1,22.089599430561066,-39.56978424103703,0.9484738111495972
1675,267,173,1,21.220324158668518,-44.29155860652893,0.9622297286987305
1676,221,220,1,19.461110681295395,-43.9900367747531,0.9296057820320129
1677,214,227,1,26.168473482131958,-45.54277763584109,0.9488377571105957
1678,198,245,1,20.270125806331635,-48.69403770811043,0.9724193811416626
1679,149,304,1,17.413875937461853,-51.100403631929716,0.9379071593284607
1680,143,311,1,23.42783224582672,-51.098615575841244,0.9429755806922913
1681,123,338,1,24.999633729457855,-53.43990904908175,0.9593543410301208
1682,83,381,1,10.089429333806038,-24.976726950333887,0.9520081281661987
1683,79,383,1,10.122220516204834,-31.764108141560737,0.962135374546051
1684,69,391,1,8.84454995393753,-46.288544215929264,0.9593501091003418
1685,59,405,1,10.294870257377625,-53.77224359731913,0.9533522129058838
1686,55,411,1,9.013448506593704,-56.86969683548636,0.9603801965713501
1687,51,419,1,8.249322295188904,-60.34093834493452,0.9565767645835876
1688,41,439,1,11.406616047024727,-63.062036747612055,0.9373818635940552
1689,39,445,1,9.823936432600021,-64.53971110408443,0.927946150302887
1690,34,460,1,13.60090970993042,-72.37699969159145,0.9600022435188293
1691,28,483,1,13.579995453357697,-76.11736661103527,0.9589964747428894
1692,26,491,1,9.581535033881664,-75.89838452011577,0.9496293663978577
1693,23,504,1,13.234953738749027,-80.38375203026929,0.9749218821525574
1694,21,522,1,10.803659677505493,-82.43146166107555,0.9021424651145935
1695,19,535,1,3.0126722995191813,1.583643630556905,0.8400077223777771
1696,198,509,1,1.1083815693855286,-55.90070474303216,0.7296344041824341
1697,76,482,1,1.7979988157749176,-60.48187826648369,0.8332615494728088
1698,202,508,1,0.0,0.0,0.8350761532783508
1699,152,511,1,1.5,0.0,0.828713059425354
1700,75,500,1,0.0,0.0,0.7268398404121399
1701,0,0,0,-inf,-inf,0.6391415596008301
1702,574,100,1,2.914320021867752,29.350199331890064,0.7672195434570312
1703,758,67,1,2.0,0.0,0.5077981352806091
1704,765,62,1,2.4887284636497498,-84.55723647256707,0.6046379804611206
1705,767,59,1,4.003508925437927,-23.033929061415105,0.7967864871025085
1706,767,60,1,1.5,0.0,0.5217413902282715
1707,812,63,1,3.155858129262924,67.91365918728032,0.7357885241508484
1708,813,63,1,3.7941259890794754,18.326120532055473,0.8433607220649719
1709,811,60,1,6.16220261156559,18.92030398497131,0.5550698637962341
1710,0,0,0,-inf,-inf,0.3792456090450287
1711,384,109,1,3.1819807291030884,-44.999999999859526,0.8094871044158936
1712,388,107,1,2.84636627137661,-18.46363495124813,0.6871699690818787
1713,388,107,1,3.68913334608078,-8.851848892276932,0.7947774529457092
1714,0,0,0,-inf,-inf,0.8365771174430847
1715,241,408,1,19.064384020864964,-87.72642470040044,0.8778054118156433
1716,241,392,1,28.53250523004681,-88.25096498176241,0.9207109212875366
1717,242,367,1,23.644581146538258,-86.30124694388998,0.9530933499336243
1718,246,299,1,8.523572649806738,-88.47724371248415,0.8915850520133972
